timestamp,in_station,out_station,flow
2023-03-01 08:00:00,Node_4,Node_3,3.0
2023-03-01 08:00:00,Node_3,Node_6,1.0
2023-03-01 08:00:00,Node_4,Node_4,3.0
2023-03-01 08:00:00,Node_5,Node_5,3.0
2023-03-01 08:00:00,Node_5,Node_0,1.0
2023-03-01 08:00:00,Node_5,Node_1,3.0
2023-03-01 08:00:00,Node_5,Node_2,29.0
2023-03-01 08:00:00,Node_5,Node_4,5.0
2023-03-01 08:00:00,Node_5,Node_6,3.0
2023-03-01 08:00:00,Node_6,Node_1,1.0
2023-03-01 08:00:00,Node_6,Node_2,8.0
2023-03-01 08:00:00,Node_6,Node_3,3.0
2023-03-01 08:00:00,Node_6,Node_5,4.0
2023-03-01 08:00:00,Node_3,Node_1,8.0
2023-03-01 08:00:00,Node_7,Node_2,2.0
2023-03-01 08:00:00,Node_4,Node_6,2.0
2023-03-01 08:00:00,Node_6,Node_6,1.0
2023-03-01 08:00:00,Node_3,Node_0,2.0
2023-03-01 08:00:00,Node_2,Node_6,4.0
2023-03-01 08:00:00,Node_2,Node_7,1.0
2023-03-01 08:00:00,Node_0,Node_0,3.0
2023-03-01 08:00:00,Node_0,Node_1,2.0
2023-03-01 08:00:00,Node_0,Node_2,8.0
2023-03-01 08:00:00,Node_0,Node_3,5.0
2023-03-01 08:00:00,Node_0,Node_4,2.0
2023-03-01 08:00:00,Node_0,Node_5,11.0
2023-03-01 08:00:00,Node_0,Node_7,1.0
2023-03-01 08:00:00,Node_1,Node_0,4.0
2023-03-01 08:00:00,Node_1,Node_1,9.0
2023-03-01 08:00:00,Node_1,Node_2,94.0
2023-03-01 08:00:00,Node_0,Node_6,2.0
2023-03-01 08:00:00,Node_1,Node_4,7.0
2023-03-01 08:00:00,Node_1,Node_3,5.0
2023-03-01 08:00:00,Node_2,Node_4,1.0
2023-03-01 08:00:00,Node_2,Node_3,8.0
2023-03-01 08:00:00,Node_2,Node_2,3.0
2023-03-01 08:00:00,Node_2,Node_1,2.0
2023-03-01 08:00:00,Node_2,Node_5,7.0
2023-03-01 08:00:00,Node_1,Node_7,4.0
2023-03-01 08:00:00,Node_1,Node_6,9.0
2023-03-01 08:00:00,Node_1,Node_5,15.0
2023-03-01 08:00:00,Node_2,Node_0,1.0
2023-03-01 08:15:00,Node_5,Node_2,15.0
2023-03-01 08:15:00,Node_3,Node_7,1.0
2023-03-01 08:15:00,Node_4,Node_1,3.0
2023-03-01 08:15:00,Node_4,Node_2,1.0
2023-03-01 08:15:00,Node_4,Node_4,3.0
2023-03-01 08:15:00,Node_4,Node_5,1.0
2023-03-01 08:15:00,Node_4,Node_6,3.0
2023-03-01 08:15:00,Node_5,Node_0,1.0
2023-03-01 08:15:00,Node_5,Node_1,2.0
2023-03-01 08:15:00,Node_5,Node_4,3.0
2023-03-01 08:15:00,Node_3,Node_6,3.0
2023-03-01 08:15:00,Node_6,Node_1,2.0
2023-03-01 08:15:00,Node_6,Node_2,5.0
2023-03-01 08:15:00,Node_6,Node_3,1.0
2023-03-01 08:15:00,Node_6,Node_4,1.0
2023-03-01 08:15:00,Node_6,Node_5,5.0
2023-03-01 08:15:00,Node_6,Node_6,3.0
2023-03-01 08:15:00,Node_6,Node_7,1.0
2023-03-01 08:15:00,Node_7,Node_2,1.0
2023-03-01 08:15:00,Node_7,Node_4,4.0
2023-03-01 08:15:00,Node_7,Node_7,1.0
2023-03-01 08:15:00,Node_5,Node_5,1.0
2023-03-01 08:15:00,Node_3,Node_5,2.0
2023-03-01 08:15:00,Node_6,Node_0,1.0
2023-03-01 08:15:00,Node_3,Node_3,3.0
2023-03-01 08:15:00,Node_0,Node_1,1.0
2023-03-01 08:15:00,Node_0,Node_2,20.0
2023-03-01 08:15:00,Node_0,Node_4,4.0
2023-03-01 08:15:00,Node_0,Node_5,6.0
2023-03-01 08:15:00,Node_0,Node_7,1.0
2023-03-01 08:15:00,Node_1,Node_0,6.0
2023-03-01 08:15:00,Node_1,Node_1,4.0
2023-03-01 08:15:00,Node_1,Node_2,109.0
2023-03-01 08:15:00,Node_1,Node_3,3.0
2023-03-01 08:15:00,Node_3,Node_4,5.0
2023-03-01 08:15:00,Node_1,Node_4,11.0
2023-03-01 08:15:00,Node_0,Node_0,4.0
2023-03-01 08:15:00,Node_1,Node_6,13.0
2023-03-01 08:15:00,Node_1,Node_7,2.0
2023-03-01 08:15:00,Node_2,Node_1,9.0
2023-03-01 08:15:00,Node_2,Node_2,4.0
2023-03-01 08:15:00,Node_2,Node_3,1.0
2023-03-01 08:15:00,Node_2,Node_4,1.0
2023-03-01 08:15:00,Node_2,Node_5,6.0
2023-03-01 08:15:00,Node_2,Node_6,3.0
2023-03-01 08:15:00,Node_3,Node_0,3.0
2023-03-01 08:15:00,Node_3,Node_2,21.0
2023-03-01 08:15:00,Node_1,Node_5,10.0
2023-03-01 08:30:00,Node_5,Node_0,1.0
2023-03-01 08:30:00,Node_4,Node_7,1.0
2023-03-01 08:30:00,Node_4,Node_6,4.0
2023-03-01 08:30:00,Node_4,Node_4,3.0
2023-03-01 08:30:00,Node_3,Node_5,1.0
2023-03-01 08:30:00,Node_4,Node_2,2.0
2023-03-01 08:30:00,Node_4,Node_1,1.0
2023-03-01 08:30:00,Node_3,Node_6,1.0
2023-03-01 08:30:00,Node_5,Node_1,3.0
2023-03-01 08:30:00,Node_4,Node_3,2.0
2023-03-01 08:30:00,Node_5,Node_2,20.0
2023-03-01 08:30:00,Node_6,Node_2,8.0
2023-03-01 08:30:00,Node_5,Node_5,3.0
2023-03-01 08:30:00,Node_5,Node_6,3.0
2023-03-01 08:30:00,Node_6,Node_0,1.0
2023-03-01 08:30:00,Node_6,Node_5,3.0
2023-03-01 08:30:00,Node_6,Node_6,2.0
2023-03-01 08:30:00,Node_7,Node_2,1.0
2023-03-01 08:30:00,Node_7,Node_4,3.0
2023-03-01 08:30:00,Node_7,Node_6,1.0
2023-03-01 08:30:00,Node_7,Node_7,2.0
2023-03-01 08:30:00,Node_3,Node_4,4.0
2023-03-01 08:30:00,Node_5,Node_4,3.0
2023-03-01 08:30:00,Node_3,Node_3,3.0
2023-03-01 08:30:00,Node_3,Node_2,23.0
2023-03-01 08:30:00,Node_3,Node_1,2.0
2023-03-01 08:30:00,Node_0,Node_1,1.0
2023-03-01 08:30:00,Node_0,Node_2,13.0
2023-03-01 08:30:00,Node_0,Node_3,4.0
2023-03-01 08:30:00,Node_0,Node_4,4.0
2023-03-01 08:30:00,Node_0,Node_5,7.0
2023-03-01 08:30:00,Node_0,Node_6,1.0
2023-03-01 08:30:00,Node_1,Node_0,8.0
2023-03-01 08:30:00,Node_1,Node_1,9.0
2023-03-01 08:30:00,Node_1,Node_2,136.0
2023-03-01 08:30:00,Node_1,Node_3,2.0
2023-03-01 08:30:00,Node_0,Node_0,4.0
2023-03-01 08:30:00,Node_1,Node_5,9.0
2023-03-01 08:30:00,Node_1,Node_6,10.0
2023-03-01 08:30:00,Node_1,Node_7,1.0
2023-03-01 08:30:00,Node_2,Node_0,1.0
2023-03-01 08:30:00,Node_2,Node_1,2.0
2023-03-01 08:30:00,Node_2,Node_2,2.0
2023-03-01 08:30:00,Node_2,Node_4,1.0
2023-03-01 08:30:00,Node_2,Node_5,6.0
2023-03-01 08:30:00,Node_2,Node_6,6.0
2023-03-01 08:30:00,Node_3,Node_0,4.0
2023-03-01 08:30:00,Node_1,Node_4,8.0
2023-03-01 08:45:00,Node_5,Node_1,3.0
2023-03-01 08:45:00,Node_4,Node_7,1.0
2023-03-01 08:45:00,Node_4,Node_5,1.0
2023-03-01 08:45:00,Node_3,Node_6,1.0
2023-03-01 08:45:00,Node_4,Node_2,2.0
2023-03-01 08:45:00,Node_4,Node_1,2.0
2023-03-01 08:45:00,Node_3,Node_7,1.0
2023-03-01 08:45:00,Node_5,Node_2,13.0
2023-03-01 08:45:00,Node_4,Node_4,4.0
2023-03-01 08:45:00,Node_5,Node_4,1.0
2023-03-01 08:45:00,Node_6,Node_3,1.0
2023-03-01 08:45:00,Node_5,Node_6,3.0
2023-03-01 08:45:00,Node_6,Node_0,1.0
2023-03-01 08:45:00,Node_6,Node_1,1.0
2023-03-01 08:45:00,Node_6,Node_2,6.0
2023-03-01 08:45:00,Node_6,Node_4,5.0
2023-03-01 08:45:00,Node_6,Node_5,2.0
2023-03-01 08:45:00,Node_6,Node_6,1.0
2023-03-01 08:45:00,Node_7,Node_3,1.0
2023-03-01 08:45:00,Node_7,Node_7,2.0
2023-03-01 08:45:00,Node_3,Node_5,2.0
2023-03-01 08:45:00,Node_5,Node_5,5.0
2023-03-01 08:45:00,Node_3,Node_4,2.0
2023-03-01 08:45:00,Node_3,Node_0,1.0
2023-03-01 08:45:00,Node_3,Node_1,2.0
2023-03-01 08:45:00,Node_0,Node_2,8.0
2023-03-01 08:45:00,Node_0,Node_3,3.0
2023-03-01 08:45:00,Node_0,Node_4,2.0
2023-03-01 08:45:00,Node_0,Node_5,3.0
2023-03-01 08:45:00,Node_0,Node_6,6.0
2023-03-01 08:45:00,Node_0,Node_7,1.0
2023-03-01 08:45:00,Node_1,Node_0,5.0
2023-03-01 08:45:00,Node_1,Node_1,8.0
2023-03-01 08:45:00,Node_1,Node_2,80.0
2023-03-01 08:45:00,Node_1,Node_3,2.0
2023-03-01 08:45:00,Node_0,Node_0,2.0
2023-03-01 08:45:00,Node_1,Node_5,9.0
2023-03-01 08:45:00,Node_1,Node_4,4.0
2023-03-01 08:45:00,Node_2,Node_6,1.0
2023-03-01 08:45:00,Node_2,Node_5,7.0
2023-03-01 08:45:00,Node_2,Node_4,3.0
2023-03-01 08:45:00,Node_3,Node_2,17.0
2023-03-01 08:45:00,Node_2,Node_2,2.0
2023-03-01 08:45:00,Node_2,Node_1,2.0
2023-03-01 08:45:00,Node_2,Node_0,2.0
2023-03-01 08:45:00,Node_1,Node_6,15.0
2023-03-01 08:45:00,Node_2,Node_3,3.0
2023-03-01 09:00:00,Node_3,Node_5,1.0
2023-03-01 09:00:00,Node_3,Node_6,3.0
2023-03-01 09:00:00,Node_4,Node_1,2.0
2023-03-01 09:00:00,Node_4,Node_2,2.0
2023-03-01 09:00:00,Node_4,Node_4,2.0
2023-03-01 09:00:00,Node_4,Node_5,1.0
2023-03-01 09:00:00,Node_4,Node_6,3.0
2023-03-01 09:00:00,Node_4,Node_7,1.0
2023-03-01 09:00:00,Node_5,Node_0,1.0
2023-03-01 09:00:00,Node_5,Node_1,10.0
2023-03-01 09:00:00,Node_5,Node_5,4.0
2023-03-01 09:00:00,Node_5,Node_4,7.0
2023-03-01 09:00:00,Node_5,Node_6,5.0
2023-03-01 09:00:00,Node_5,Node_7,1.0
2023-03-01 09:00:00,Node_6,Node_1,3.0
2023-03-01 09:00:00,Node_6,Node_2,5.0
2023-03-01 09:00:00,Node_6,Node_5,2.0
2023-03-01 09:00:00,Node_6,Node_6,3.0
2023-03-01 09:00:00,Node_7,Node_4,4.0
2023-03-01 09:00:00,Node_3,Node_4,1.0
2023-03-01 09:00:00,Node_7,Node_7,3.0
2023-03-01 09:00:00,Node_5,Node_2,5.0
2023-03-01 09:00:00,Node_6,Node_0,2.0
2023-03-01 09:00:00,Node_3,Node_2,9.0
2023-03-01 09:00:00,Node_3,Node_1,1.0
2023-03-01 09:00:00,Node_3,Node_3,1.0
2023-03-01 09:00:00,Node_0,Node_0,2.0
2023-03-01 09:00:00,Node_0,Node_1,1.0
2023-03-01 09:00:00,Node_0,Node_2,7.0
2023-03-01 09:00:00,Node_0,Node_3,1.0
2023-03-01 09:00:00,Node_0,Node_4,3.0
2023-03-01 09:00:00,Node_0,Node_6,2.0
2023-03-01 09:00:00,Node_1,Node_0,6.0
2023-03-01 09:00:00,Node_1,Node_1,5.0
2023-03-01 09:00:00,Node_1,Node_2,37.0
2023-03-01 09:00:00,Node_0,Node_5,10.0
2023-03-01 09:00:00,Node_1,Node_4,4.0
2023-03-01 09:00:00,Node_1,Node_3,2.0
2023-03-01 09:00:00,Node_2,Node_5,8.0
2023-03-01 09:00:00,Node_2,Node_4,1.0
2023-03-01 09:00:00,Node_2,Node_2,3.0
2023-03-01 09:00:00,Node_2,Node_1,3.0
2023-03-01 09:00:00,Node_2,Node_6,6.0
2023-03-01 09:00:00,Node_1,Node_7,1.0
2023-03-01 09:00:00,Node_1,Node_6,9.0
2023-03-01 09:00:00,Node_1,Node_5,13.0
2023-03-01 09:00:00,Node_2,Node_0,1.0
2023-03-01 09:15:00,Node_7,Node_7,1.0
2023-03-01 09:15:00,Node_3,Node_6,2.0
2023-03-01 09:15:00,Node_4,Node_0,2.0
2023-03-01 09:15:00,Node_4,Node_2,1.0
2023-03-01 09:15:00,Node_4,Node_3,1.0
2023-03-01 09:15:00,Node_4,Node_4,5.0
2023-03-01 09:15:00,Node_4,Node_5,2.0
2023-03-01 09:15:00,Node_4,Node_6,8.0
2023-03-01 09:15:00,Node_4,Node_7,1.0
2023-03-01 09:15:00,Node_5,Node_0,3.0
2023-03-01 09:15:00,Node_3,Node_5,1.0
2023-03-01 09:15:00,Node_5,Node_2,5.0
2023-03-01 09:15:00,Node_5,Node_4,1.0
2023-03-01 09:15:00,Node_5,Node_5,1.0
2023-03-01 09:15:00,Node_5,Node_6,2.0
2023-03-01 09:15:00,Node_6,Node_2,4.0
2023-03-01 09:15:00,Node_6,Node_3,3.0
2023-03-01 09:15:00,Node_6,Node_5,7.0
2023-03-01 09:15:00,Node_6,Node_6,1.0
2023-03-01 09:15:00,Node_7,Node_4,2.0
2023-03-01 09:15:00,Node_5,Node_1,1.0
2023-03-01 09:15:00,Node_3,Node_4,1.0
2023-03-01 09:15:00,Node_1,Node_5,11.0
